,3M Company,Alcoa Incorporated,American Express Company,AT&T Incorporated,Bank of America Corporation,Boeing Corporation,Caterpillar Incorporated,Chevron Corporation,"Cisco Systems, Inc",Coca-Cola Company,DuPont,Exxon Mobil Corporation,General Electric Company,Home Depot Incorporated,Microsoft Corporation,Intel Corporation,International Business Machines,J.P. Morgan Chase & Company,Johnson & Johnson,McDonald’s Corporation,Merck & Company,Pfizer Incorporated,Procter & Gamble Company,"The Travelers Companies, Inc",United Technologies,Verizon Company,Wal-Mart Stores Incorporated,Walt Disney Company
2016-08-22,179.070007,24.79896,65.360001,40.91,15.18,134.990005,83.589996,101.940002,30.629999,43.740002,76.144936,87.989998,240.92308,135.339996,57.669998,35.360001,160,65.800003,119.129997,115.419998,60.639313,33.055027,86.849998,116.949997,68.281937,52.549999,72.699997,95.870003
2016-08-23,179.770004,25.231501,65.68,40.849998,15.35,134.139999,84.010002,101.68,30.98,43.849998,76.543449,87.720001,240.230774,136.220001,57.889999,35.400002,160.259995,65.769997,119.440002,115.190002,60.667938,33.292221,87.400002,116.629997,67.967278,52.630001,71.970001,95.970001
2016-08-24,179.410004,24.12612,65.160004,40.869999,15.4,133.289993,83.150002,102.199997,31.059999,43.849998,76.301491,88.019997,240.153839,135.059998,57.950001,35.150002,159.050003,65.949997,118.709999,114.870003,59.856869,33.036053,87.309998,117.110001,67.942101,52.529999,72.230003,95.82
2016-08-25,179.580002,24.22224,65,41.07,15.53,132.979996,82.839996,101.889999,31.290001,43.669998,76.885033,87.459999,240.07692,135.429993,58.169998,35.09,158.630005,66.07,118.57,115.43,59.465649,32.988613,87.900002,117.75,67.791061,52.75,71.220001,95.550003
2016-08-26,179.410004,24.030001,64.790001,40.68,15.79,132.229996,82.660004,101.32,31.35,43.32,76.329956,87.269997,240.230774,134.360001,58.029999,35.259998,158.320007,66.220001,119.040001,114.440002,59.971375,33.036053,87.580002,117.139999,67.533043,52.07,71.139999,95.209999
2016-08-29,180.5,24.654779,65.519997,41,15.84,132.899994,83.099998,102.050003,31.58,43.540001,77.041595,87.839996,241.230774,135.240005,58.099998,35.549999,159.720001,66.949997,119.919998,115.410004,60.124046,33.311195,88.300003,118.480003,67.948395,52.5,71.400002,94.870003
2016-08-30,180.149994,24.438511,65.449997,40.889999,16.190001,130.809998,82.480003,101.699997,31.540001,43.240002,76.842331,87.519997,241.307693,134.100006,57.889999,35.700001,159.399994,67.5,119.470001,115.360001,59.837788,33.092979,87.540001,118.470001,67.558212,52.27,71.309998,94.860001
2016-08-31,179.240005,24.22224,65.580002,40.880001,16.139999,129.449997,81.949997,100.580002,31.440001,43.43,76.344193,87.139999,240.307693,134.119995,57.459999,35.889999,158.880005,67.5,119.339996,115.660004,59.914124,33.017078,87.309998,118.709999,66.979233,52.330002,71.440002,94.459999
2016-09-01,179.979996,24.34239,64.860001,40.959999,15.98,129.899994,81.449997,100.209999,31.58,43.349998,76.571915,86.839996,240,134.229996,57.59,36.02,159.539993,67.209999,119.080002,115.400002,60.019085,32.903225,88.309998,118.349998,67.161736,52.560001,72.839996,94.260002
2016-09-02,180.809998,24.34239,65.190002,40.950001,16,131.160004,81.690002,100.93,31.83,43.66,77.112755,87.419998,240.692307,135.149994,57.669998,36.080002,159.550003,67.489998,119.32,115.830002,60.095421,32.988613,88.199997,118.839996,67.2939,52.880001,72.5,94.419998
2016-09-06,180.460007,24.79896,65.760002,41.23,15.78,132.990005,82.080002,102.43,31.870001,43.790001,76.714241,88.57,238.846161,134.100006,57.610001,36.57,160.350006,67.440002,119.75,117.25,60.34351,32.988613,88.639999,119.290001,66.714912,53.509998,73,93.800003
2016-09-07,179.75,24.53463,66.190002,41.27,15.7,132.639999,83.720001,102.879997,31.790001,43.639999,76.714241,88.239998,238.92308,132.789993,57.66,36.459999,161.639999,67.160004,119.610001,116.919998,59.990459,33.055027,87.949997,118.68,66.61422,53.709999,72.059998,93.709999
2016-09-08,180.100006,24.318359,66.239998,41.189999,15.86,132.899994,83.540001,104.120003,31.469999,43.630001,77.269318,89.050003,238.769226,131.259995,57.43,36.439999,159,67.25,119.470001,116.169998,60.34351,32.941177,87.779999,116.900002,66.551292,53.599998,71.830002,94.089996
2016-09-09,175.639999,23.0688,65.120003,39.709999,15.74,128.529999,80.790001,101.269997,30.85,42.27,76.016838,86.839996,231.615387,127.739998,56.209999,35.439999,155.690002,66.650002,118.230003,114.580002,59.627865,32.35294,86.239998,114.440002,64.619255,51.82,70.300003,92.419998
2016-09-12,178.100006,23.501341,65.900002,40.709999,15.9,130.119995,81.919998,102.25,31.440001,43.189999,75.305199,87.290001,234.538467,128.589996,57.049999,36.080002,158.289993,67.059998,119.160004,115.949997,60.295803,32.874763,88.25,115.519997,65.468849,52.57,71.940002,93.639999
2016-09-13,176.070007,22.87656,64.360001,39.970001,15.72,128.759995,80.230003,99.43,31.059999,42.279999,74.066956,85.209999,229.615387,125.720001,56.529999,35.610001,155.809998,66.529999,117.610001,114.730003,58.979008,32.296017,87.050003,114.260002,64.3927,51.450001,71.459999,92.699997
2016-09-14,175.619995,22.564171,63.48,39.889999,15.63,127.669998,81.019997,98.419998,31,42.110001,74.550873,84.599998,228.461533,126.260002,56.259998,35.619999,154.050003,66.400002,117.860001,115.18,58.540077,32.201138,87.010002,113.709999,63.977345,51.490002,71.519997,92.260002
2016-09-15,176.589996,22.756411,63.830002,40.450001,15.67,127.769997,82.029999,99.5,31.309999,42.360001,75.219803,85.080002,228.846161,126.959999,57.189999,36.560001,155.660004,66.639999,118.629997,116.139999,59.5229,32.390892,88.059998,114.940002,64.638138,51.98,72.400002,92.5
2016-09-16,175.059998,22.68432,63.66,40.200001,15.49,126.699997,82.050003,97.839996,30.84,42.139999,75.034782,84.029999,228.307693,126.110001,57.25,37.669998,153.839996,65.82,118.25,115.279999,59.427483,32.201138,88.050003,114.669998,62.995594,51.880001,72.870003,92.559998
2016-09-19,176.720001,22.492081,64.059998,40.060001,15.59,127.480003,81.879997,98.040001,31.02,42.099998,75.447533,83.830002,226.384613,126.290001,56.93,37.16,154.869995,66.190002,117.660004,115.209999,58.520992,31.925997,88.370003,115.089996,63.209564,51.200001,72.089996,92.629997
2016-09-20,177.600006,22.68432,63.720001,39.959999,15.6,127.790001,81.699997,97.699997,31.1,42.34,74.821289,82.540001,228.230774,126.830002,56.810001,37.139999,154.449997,66.459999,117.949997,116.449997,59.103054,32.077801,88.580002,114.790001,63.083698,51.27,71.970001,92.949997
2016-09-21,179.589996,23.237009,64.279999,40.57,15.65,130.559998,83.470001,99.629997,31.360001,42.529999,75.063248,83.300003,229.615387,128.110001,57.759998,37.450001,155.529999,66.839996,118.910004,116.93,59.828243,32.52372,87.800003,115.93,64.166145,51.869999,72.190002,92.389999
2016-09-22,179.850006,23.501341,64.629997,41.110001,15.6,131.869995,83.5,99.980003,31.66,42.959999,74.80706,83.540001,231.07692,128.75,57.82,37.549999,156.110001,67.389999,119.459999,117.360001,60.133587,32.400379,88.989998,116.730003,64.820641,52.349998,72.269997,93.410004
2016-09-23,177.389999,23.453279,63.849998,41.279999,15.52,131.779999,82.440002,99.220001,31.34,42.740002,74.351608,83.449997,229.92308,127.790001,57.43,37.189999,154.979996,67.25,118.809998,117.169998,60.076336,32.504745,87.760002,115.309998,64.543739,52.560001,72.349998,93.269997
2016-09-26,175.949997,23.26104,63.419998,41.139999,15.09,130.570007,82.370003,98.779999,31.07,42.049999,74.195053,83.059998,227.230774,125.449997,56.900002,36.650002,153.979996,65.779999,117.779999,116.529999,59.303436,31.91651,87.849998,113.940002,64.33606,52.150002,71.620003,91.959999
2016-09-27,176.300003,23.18895,64.279999,41.459999,15.29,131.320007,82.879997,98.980003,31.48,42.59,74.821289,83.239998,229.846161,126.82,57.950001,37.18,156.770004,66.360001,119.220001,116.879997,59.704197,32.096775,88.360001,114.410004,64.411583,52.490002,72.330002,91.720001
2016-09-28,177.589996,23.74164,64.220001,40.849998,15.38,132.229996,86.589996,102.150002,31.5,42.150002,74.479706,86.900002,230,128.270004,58.029999,37.439999,158.289993,66.709999,119.389999,115.18,60.400764,32.248577,89.459999,115.010002,64.411583,52.060001,71.790001,92.199997
2016-09-29,175.369995,23.93388,63.369999,40.73,15.16,131.029999,87.470001,101.269997,31.389999,42.029999,73.625748,86.459999,227.153839,127.93,57.400002,37.32,158.110001,65.650002,117.269997,114.790001,59.074429,31.612904,88.230003,113.870003,63.599747,52.119999,70.730003,91.800003
2016-09-30,176.229996,24.366421,64.040001,40.610001,15.65,131.740005,88.769997,102.919998,31.719999,42.32,73.768074,87.279999,227.846161,128.679993,57.599998,37.75,158.850006,66.589996,118.129997,115.360001,59.551525,32.134724,89.75,114.550003,63.939587,51.98,72.120003,92.860001
2016-10-03,175.039993,24.318359,63.810001,40.77,15.63,132.380005,88.279999,102.449997,31.5,42.029999,74.607803,87.050003,228,128.5,57.419998,37.66,157.610001,66.510002,118.809998,114.639999,59.65649,31.954458,88.660004,113,64.461929,51.880001,72.010002,92.489998
2016-10-04,171.679993,24.510599,63.91,39.900002,15.8,132.25,87.510002,101.269997,31.35,41.84,73.810768,86.25,226.92308,128.199997,57.240002,37.540001,156.460007,66.599998,118.82,113.5,59.599236,31.992411,88.349998,112.32,63.8326,51.259998,71.75,92.589996
2016-10-05,172.389999,24.991199,64.360001,39.16,16.110001,134.660004,89.419998,102.230003,31.59,41.810001,75.006317,87,226.92308,127.580002,57.639999,37.990002,157.080002,67.690002,119.18,113.410004,59.923664,32.163189,88.849998,113.099998,64.348648,50.27,71.669998,92.449997
2016-10-06,171.639999,25.45578,61.939999,39.110001,16.219999,134.419998,89.290001,102.18,31.48,41.709999,76.273026,87.040001,225.153839,130.190002,57.740002,38.07,156.880005,67.870003,118.75,113.919998,59.790077,31.925997,89.220001,113.18,64.241661,50.259998,69.360001,92.830002
2016-10-07,171.330002,25.127371,61.759998,38.869999,16.129999,133.850006,88.470001,102.269997,31.469999,41.73,75.419067,86.739998,223.692307,128.309998,57.799999,38.099998,155.669998,68.110001,119.239998,113.449997,59.895039,31.840607,90,114.529999,63.297672,49.919998,68.699997,92.489998
2016-10-10,171.139999,25.23951,61.900002,39.009998,16.299999,135.839996,88.220001,103.980003,31.469999,41.73,76.201859,88.440002,222,127.25,58.040001,38.02,157.020004,68.639999,119.800003,114.709999,60.973282,31.888046,89.059998,115.139999,62.920074,50.189999,67.980003,92.489998
2016-10-11,169.679993,22.355909,60.860001,39.099998,16.110001,133.740005,87.470001,103.040001,31.040001,41.540001,76.173393,87.739998,222.461533,125.849998,57.189999,37.27,154.789993,68.309998,117.639999,113.68,59.09351,31.432638,88.540001,114,62.158588,49.900002,67.389999,91.860001
2016-10-12,169.720001,21.715111,60.689999,39.330002,16.030001,133.160004,87.580002,102.150002,30.34,41.779999,75.732185,87.129997,222.307693,126.690002,57.110001,37.130001,154.289993,68.129997,117.970001,114.709999,58.835876,31.375711,88.57,115.349998,62.259281,50.299999,67.459999,91.410004
2016-10-13,170.020004,21.42675,60.41,39.369999,15.83,133.380005,86.970001,100.790001,30.17,41.759998,75.305199,86.559998,221.307693,126.290001,56.919998,36.970001,153.720001,67.739998,118.260002,115.410004,59.646946,31.081594,88.239998,115.059998,62.838264,50.290001,68.230003,91.120003
2016-10-14,170.330002,21.17844,60.150002,39.220001,16,133.5,87.669998,101.080002,30.18,41.669998,75.974136,86.540001,222.230774,126.419998,57.419998,37.450001,154.449997,67.519997,117.559998,114.089996,59.293892,30.986717,88.43,115.080002,63.033356,50.279999,68.449997,91.300003
2016-10-17,170.210007,21.10635,59.900002,39.27,16.049999,134,87.290001,101.360001,30.219999,41.599998,75.433296,86.540001,221.92308,125.139999,57.220001,37.290001,154.770004,67.169998,118.489998,112.410004,58.70229,30.834915,87.830002,114.980003,62.750156,50.43,68.220001,90.830002
2016-10-18,169.949997,21.23451,60.080002,39.360001,16.26,135.100006,87.220001,101.790001,30.440001,41.970001,76.415352,86.769997,222.92308,125.739998,57.66,37.75,150.720001,67.699997,115.410004,111.25,59.246181,31.015181,87.449997,115.18,62.926369,50.27,68.870003,91.169998
2016-10-19,169.910004,21.65904,61.25,39.380001,16.469999,136.179993,88,102.269997,30.35,42.049999,76.756935,87.169998,223.538467,125.889999,57.529999,35.509998,151.259995,68.349998,114.589996,111.260002,59.036259,30.92979,85.540001,116.230003,62.781624,50.380001,68.889999,91.93
2016-10-20,169.860001,21.378691,66.779999,38.650002,16.559999,135.839996,86.629997,101.870003,30.16,41.93,76.60038,87.209999,223.615387,126.25,57.25,35.43,151.520004,68.260002,114.870003,110.57,59.083969,30.872866,84.93,109.519997,62.48584,49.139999,68.730003,92.029999
2016-10-21,169.5,21.53088,67.360001,37.490002,16.67,135.630005,86.330002,101.300003,30.15,42.130001,76.998894,86.620003,222.92308,126.599998,59.66,35.150002,149.630005,68.489998,113.440002,113.93,58.396946,30.531309,84.330002,108.349998,62.095657,48.200001,68.339996,93.029999
2016-10-24,171.270004,21.51486,67.089996,36.860001,16.77,137.449997,85.989998,100.660004,30.459999,42.560001,77.198151,86.910004,222.461533,127.779999,61,35.259998,150.570007,68.870003,113.610001,113.57,57.967556,30.483871,84.099998,109.07,62.630585,48.209999,69.190002,93.370003
2016-10-25,166.229996,21.859289,66.739998,36.700001,16.719999,139.020004,84.480003,100.769997,30.34,42.540001,77.013123,86.720001,220.384613,123.339996,60.990002,35.099998,150.880005,68.800003,113.959999,112.720001,59.112595,30.626186,86.970001,109.029999,63.788548,47.84,69.360001,92.75
2016-10-26,166.509995,22.25979,66.800003,36.43,16.870001,145.539993,84.129997,101.190002,30.549999,42.439999,76.514984,87.089996,222.07692,122.709999,60.630001,34.919998,151.809998,69.129997,114.559998,112.110001,58.082062,30.740038,87.400002,108.82,63.568283,47.630001,69.589996,93.489998
2016-10-27,165.759995,22.604219,66.93,36.52,16.91,143.309998,83.010002,99.919998,30.379999,42.119999,77.653595,86.919998,220.230774,122.260002,60.099998,34.810001,153.350006,69.230003,115.699997,112.080002,58.482822,30.815939,86.580002,108.019997,62.976715,48.540001,69.830002,94.019997
2016-10-28,165.770004,22.724369,66.449997,36.509998,16.68,143.009995,83.879997,103.82,30.59,42.23,76.742706,84.779999,224.769226,123.580002,59.869999,34.740002,152.610001,69.110001,115.330002,112.099998,56.145039,30.294119,86.839996,108.43,64.090622,48.209999,69.989998,93.849998
2016-10-31,165.300003,23.004721,66.419998,36.790001,16.5,142.429993,83.459999,104.75,30.68,42.400002,76.586143,83.32,223.846161,122.010002,59.919998,34.869999,153.690002,69.260002,115.989998,112.57,56.030533,30.085388,86.800003,108.18,64.317184,48.099998,70.019997,92.690002
2016-11-01,164.25,23,66.25,36.560001,16.610001,142.410004,82.239998,106.480003,30.48,42.119999,76.543449,83.650002,222.153839,119.889999,59.799999,34.52,152.789993,68.970001,115.339996,112.25,56.583969,29.478178,86.849998,106.239998,64.197609,47.66,69.300003,92.389999
2016-11-02,165.729996,22.91,65.449997,36.369999,16.48,140.75,81.110001,105.389999,30.389999,42.049999,76.287262,83.449997,219.153839,120.290001,59.43,34.599998,151.949997,68.68,114.860001,112.389999,56.145039,29.06072,86.739998,105.620003,63.901825,46.939999,69.449997,91.910004
2016-11-03,166.830002,24.15,65.330002,36.630001,16.48,140.020004,81.269997,105.389999,30.32,42.029999,75.803345,83.660004,217.538467,120.18,59.209999,33.93,152.369995,68.379997,115.029999,111.720001,55.753819,28.358635,86.599998,105.720001,63.593456,46.869999,69.629997,93.370003
2016-11-04,166.479996,25.200001,65.510002,36.5,16.549999,139.539993,82.309998,104.779999,30.190001,41.689999,75.618324,83.57,218.769226,120.910004,58.709999,33.610001,152.429993,67.760002,115.110001,111.040001,56.125954,28.462997,85.080002,104.669998,63.769665,47.080002,69.160004,92.449997
2016-11-07,169.740005,25.08,67,36.810001,17.01,143.029999,83.75,106.849998,30.940001,42.459999,76.358421,85.449997,225.461533,123.75,60.419998,34.689999,155.720001,69.879997,116.660004,112.82,57.299618,28.823528,86.559998,105.360001,64.852104,47.459999,69.779999,94.43
2016-11-08,171.029999,26.4,67.07,36.990002,17,142.199997,84.68,107.290001,31,42.880001,76.045303,85.309998,226.307693,124.25,60.470001,34.740002,155.169998,70.029999,117.050003,114.110001,57.738548,28.462997,87.459999,108.010002,65.05349,47.650002,69.790001,94.379997
2016-11-09,170.389999,28.719999,68.739998,37.439999,17.969999,145.089996,91.199997,107.639999,31.360001,42.27,76.671539,86.25,227.92308,126.019997,60.169998,34.75,154.809998,73.25,120.309998,114.980003,61.240459,30.474382,85.93,106.940002,65.959724,47.860001,71.099998,94.639999
2016-11-10,174.279999,29.1,70.110001,36.57,18.76,147.690002,93.449997,107.790001,31,40.939999,77.070061,87.050003,233.92308,129.029999,58.700001,34.5,160.220001,76.650002,119.540001,114.510002,61.984734,31.774195,82.959999,109.620003,68.225296,46.689999,71.389999,94.959999
2016-11-11,175.080002,29.299999,70.5,36.509998,19.02,148.520004,93.010002,106.639999,31.360001,41.029999,76.358421,85.669998,236.230774,129.850006,59.02,34.610001,161.270004,76.690002,118.470001,114.220001,61.020992,30.920303,83.580002,110.279999,68.508499,46.689999,71.230003,97.68
2016-11-14,172.910004,29.620001,72.419998,36.130001,20.08,149.990005,94.169998,106.589996,31.370001,41.169998,76.087997,85.279999,234.692307,127.669998,58.119999,34.48,158.210007,79.510002,116.599998,117.860001,60.620228,30.721064,83,112.18,67.879166,46.18,70.489998,97.919998
2016-11-15,174.240005,30.209999,72.470001,36.77,20.16,148.110001,94.440002,108.959999,31.700001,41.439999,75.675255,86.82,236.538467,124.400002,58.869999,34.91,158.669998,79.360001,116.32,118.32,60.734734,30.578749,83.620003,111.849998,67.765892,47.369999,71.419998,97.699997
2016-11-16,172.009995,31.42,71.68,37.150002,19.75,146.440002,93.349998,108.349998,31.57,41.259998,75.689484,85.75,236.461533,125.330002,59.650002,34.84,159.289993,77.400002,116.360001,119.209999,59.761452,30.32258,83.190002,111.349998,67.312775,47.93,71.389999,99.120003
2016-11-17,172.770004,31.85,71.779999,37.41,20.08,145.330002,92.779999,108.120003,30.049999,41.119999,75.945671,85.230003,236.846161,128.929993,60.639999,35.02,159.800003,78.019997,116.57,119.449997,59.828243,30.104364,83.07,111.18,67.149147,47.84,69.190002,99.370003
2016-11-18,172.960007,30.42,71,37.560001,20,146.350006,92.339996,109.199997,30.18,40.91,75.760651,85.279999,235.92308,128.330002,60.349998,34.950001,160.389999,77.709999,115.360001,120,59.036259,29.867172,82,111.82,67.023285,48.07,68.540001,98.239998
2016-11-21,171.520004,30.690001,71.540001,37.740002,20.33,147.020004,92.900002,110.18,30.049999,41.360001,76.856567,86.489998,237.461533,128.220001,60.860001,34.98,162.770004,78.050003,115,119.5,59.446564,29.952562,82.639999,111.839996,67.243546,48.310001,69.370003,97.629997
2016-11-22,171.910004,31.34,71.720001,38.549999,20.299999,149.520004,93.620003,110.620003,29.889999,41.369999,77.326248,86.68,239.846161,130.979996,61.119999,35.48,162.669998,78.529999,112.739998,119.690002,58.874046,29.724857,82.760002,112.400002,67.300186,49.490002,70.120003,97.709999
2016-11-23,172.25,31.51,72.879997,38.73,20.559999,149.740005,96.18,111,29.709999,41.119999,76.956192,86.919998,241.07692,131.210007,60.400002,35.200001,161.979996,78.860001,113.07,120.139999,58.816795,29.810247,82.68,113.07,68.036499,50.23,70.830002,98.260002
2016-11-25,173.490005,31.700001,72.860001,39.209999,20.860001,150.039993,95.809998,111,30.09,41.529999,77.112755,87.120003,241.846161,131.570007,60.529999,35.439999,163.139999,78.830002,114.129997,120.660004,59.360687,30.066414,83.459999,113.449997,68.458153,50.669998,71.230003,98.82
2016-11-28,172.5,30.860001,72.129997,39.540001,20.299999,149.770004,94.900002,110.5,29.92,41.75,77.312012,86.470001,240.384613,130.639999,60.610001,35.509998,164.520004,78.32,113.129997,121.82,58.969467,29.924099,83.07,113.809998,68.250473,51.119999,71.190002,98.970001
2016-11-29,172.770004,29.73,71.489998,39.48,20.290001,151.639999,94.040001,109.339996,29.83,41.150002,76.842331,85.900002,238.846161,129.619995,61.09,35.310001,163.529999,78.919998,112.480003,120.68,59.341602,30.28463,82.889999,113.699997,68.495911,50.959999,71.370003,99.669998
2016-11-30,171.740005,28.969999,72.040001,38.630001,21.120001,150.559998,95.559998,111.559998,29.82,40.349998,79.304588,87.300003,236.615387,129.399994,60.259998,34.700001,162.220001,80.169998,111.300003,119.269997,58.387405,30.493359,82.459999,113.349998,67.791061,49.900002,70.43,99.120003
2016-12-01,172.630005,28.879999,72.529999,38.880001,21.5,152.389999,96.239998,113.290001,29.450001,40.169998,79.859665,87.239998,241.461533,129.470001,59.200001,33.759998,159.820007,81.790001,111.379997,118.470001,57.9771,29.848198,81.860001,115.410004,67.640022,49.869999,70.669998,98.940002
2016-12-02,172.429993,29.040001,71.860001,38.610001,21.23,152.25,95.139999,113,29.25,40.360001,78.877609,87.040001,241.07692,129.869995,59.25,34.16,160.020004,81.599998,111.959999,118.239998,58.330154,30.009487,82.400002,115.650002,68.105728,49.810001,70.879997,98.5
2016-12-05,171.619995,31.219999,72.029999,38.630001,21.84,152.160004,94.449997,113.25,29.530001,40.619999,79.788506,87.480003,239.307693,129.679993,60.220001,34.389999,159.839996,83.260002,111.940002,119.290001,57.490459,29.971537,82.989998,115.870003,67.602264,49.75,69.940002,99.959999
2016-12-06,171.800003,31.15,72.309998,39.349998,22.16,152.240005,95.220001,112.760002,29.33,40.57,80.016228,87.559998,239.769226,128.740005,59.950001,34.720001,160.350006,83.690002,112.059998,119.25,57.519085,29.943073,82.910004,116.830002,67.608559,50.360001,70.360001,100.660004
2016-12-07,176.050003,30.9,74.290001,40.450001,22.57,154.139999,97.330002,114.440002,29.950001,41.290001,80.984047,88.07,243.07692,132.460007,61.369999,35.5,164.789993,84.07,111.099998,119.919998,57.309158,29.59203,84.18,117.989998,69.024544,51.380001,70.599998,101.989998
2016-12-08,175.880005,31.309999,74.910004,40.41,22.950001,155.389999,96.269997,115.169998,29.950001,40.98,81.73838,88.32,242.538467,132.529999,61.009998,35.700001,165.360001,85.120003,110.989998,120.449997,57.366413,29.354839,83.5,118.379997,68.237885,51.130001,70.339996,103.379997
2016-12-09,178.490005,32.049999,74.769997,40.380001,23.09,156.490005,95.529999,115.809998,30.059999,42,82.136894,89,244.461533,133.389999,61.970001,35.759998,166.520004,85.489998,112.260002,121.260002,58.425571,30.075901,84.370003,119.190002,69.093773,51.490002,70.080002,104.860001
2016-12-12,179.639999,31.24,73.580002,41.119999,22.610001,157.160004,95.080002,117.150002,30.17,41.900002,82.933929,90.980003,245.07692,134.580002,62.169998,35.970001,165.5,84.730003,115.360001,121.739998,58.893131,30.740038,85.129997,120.910004,69.471367,51.759998,71.669998,104.059998
2016-12-13,178.830002,30.24,73.839996,41.360001,22.610001,156.660004,96.019997,117.419998,30.59,41.759998,82.763138,92.580002,244.153839,136.539993,62.98,36.799999,168.289993,84.760002,115.889999,122.68,58.959923,31.148008,85.18,121.43,69.421021,52.360001,71.800003,103.849998
2016-12-14,176.600006,30.450001,74.07,41.099998,22.67,154.470001,93.739998,115.959999,30.459999,41.209999,82.065735,90.580002,242.307693,135.979996,62.68,36.549999,168.509995,84.730003,114.989998,122.839996,58.969467,31.138519,84.370003,120.370003,68.766518,51.630001,71.339996,104.050003
2016-12-15,176.020004,29.790001,74.940002,41.5,23.16,153.770004,94.529999,117.050003,30.629999,41.549999,83.047791,90.889999,240.461533,135.839996,62.580002,36.790001,168.020004,86,115.889999,122.360001,59.513359,31.072105,84.68,120.400002,68.049088,51.810001,71.080002,104.389999
2016-12-16,177.449997,29.4,75,41.669998,22.66,154.5,92.580002,118.080002,30.59,41.740002,83.133186,91.18,244.230774,135.110001,62.299999,36.310001,166.729996,84.940002,115.879997,123.239998,59.580154,31.157495,84.68,121.599998,68.294525,52.27,70.980003,103.910004
2016-12-19,178.160004,29.290001,74.550003,42.119999,22.48,156.179993,92.709999,117.650002,30.75,41.669998,83.659798,90.419998,245.538467,135.440002,63.619999,36.889999,166.679993,85.43,116.019997,122.989998,58.339695,31.148008,84.709999,121.75,69.741974,52.91,71.580002,105.300003
2016-12-20,178.649994,30.16,75.059998,42.470001,22.709999,156.389999,94.339996,117.949997,30.559999,41.66,83.688263,90.43,248.07692,137.110001,63.540001,37.209999,167.600006,86.529999,115.660004,123.330002,57.729008,31.166983,84.57,122.440002,69.634995,53.119999,71.82,105.459999
2016-12-21,178.429993,30.43,75.32,42.360001,22.629999,157.479996,93.82,117.910004,30.42,41.57,84.086777,90.279999,247.153839,136.830002,63.540001,36.98,167.330002,86.75,115.309998,123.18,56.708015,30.740038,84.279999,122.57,69.534302,52.970001,71.239998,105.559998
2016-12-22,179.199997,29.75,74.580002,42.720001,22.540001,157.460007,94.120003,118.769997,30.459999,41.549999,83.617096,90.870003,244.769226,135.429993,63.549999,36.93,167.059998,86.889999,115.440002,123.720001,56.851147,30.683111,84.470001,122.120003,69.515419,53.650002,69.589996,105.419998
2016-12-23,178.75,29.709999,74.970001,42.73,22.6,157.809998,94.32,118.419998,30.530001,41.599998,83.161652,90.709999,245.230774,135.050003,63.240002,36.970001,166.710007,87.050003,115.959999,123.139999,56.832062,30.815939,84.959999,122.120003,69.634995,53.68,69.540001,105.150002
2016-12-27,178.919998,29.65,74.980003,42.650002,22.610001,157.479996,94.550003,118.220001,30.68,41.610001,83.147423,90.75,245.384613,135.259995,63.279999,37.07,167.139999,87.129997,115.910004,123.07,57.051525,30.863379,84.599998,121.980003,69.842667,53.639999,69.699997,105.169998
2016-12-28,178.080002,29.43,74.370003,42.52,22.33,156.100006,93.150002,117.910004,30.42,41.389999,82.407318,90.300003,243.846161,135.070007,62.990002,36.630001,166.190002,86.5,115.099998,122.68,56.555344,30.6926,84.07,122.080002,69.345497,53.439999,69.309998,104.300003
2016-12-29,178.410004,28.889999,73.919998,42.66,22,155.690002,93.290001,117.82,30.459999,41.599998,81.724152,90.349998,243.92308,135.100006,62.900002,36.66,166.600006,85.889999,115.489998,122.790001,56.335876,30.825426,84.349998,122.290001,69.57206,53.740002,69.260002,104.559998
2016-12-30,178.570007,28.08,74.080002,42.529999,22.1,155.679993,92.739998,117.699997,30.219999,41.459999,81.439491,90.260002,243.07692,134.080002,62.139999,36.27,165.990005,86.290001,115.209999,121.720001,56.173664,30.815939,84.080002,122.419998,68.986786,53.380001,69.120003,104.220001
2017-01-03,178.050003,28.83,75.349998,43.02,22.530001,156.970001,93.989998,117.849998,30.540001,41.799999,81.980339,90.889999,243.769226,134.309998,62.580002,36.599998,167.190002,87.230003,115.839996,119.620003,57.395039,31.309298,84.199997,120.900002,69.748268,54.580002,68.660004,106.080002
2017-01-04,178.320007,30.26,76.260002,42.77,22.950001,158.619995,93.57,117.82,30.1,41.650002,82.63504,89.889999,243.846161,135.5,62.299999,36.41,169.259995,86.910004,115.650002,119.480003,57.375954,31.58444,84.5,120.25,69.79232,54.52,69.059998,107.440002
2017-01-05,177.710007,30.65,75.32,42.650002,22.68,158.710007,93,117.309998,30.17,41.75,82.264992,88.550003,242.461533,133.899994,62.299999,36.349998,168.699997,86.110001,116.860001,119.699997,57.356869,31.888046,85.059998,118.330002,70.075516,54.639999,69.209999,107.379997
2017-01-06,178.229996,30.68,75.470001,41.32,22.68,159.100006,93.040001,116.839996,30.23,41.740002,81.752617,88.5,243.153839,133.529999,62.84,36.48,169.529999,86.120003,116.300003,120.760002,57.509541,31.764706,85.029999,118.269997,70.830711,53.259998,68.260002,108.980003
2017-01-09,177.270004,29.48,75.860001,40.799999,22.549999,158.320007,92.370003,115.839996,30.18,41.32,82.250755,87.040001,242,134.309998,62.639999,36.610001,167.649994,86.18,116.279999,120.43,58.301525,31.755219,84.400002,117.32,70.169914,52.68,68.709999,108.360001
