,3M Company,Alcoa Incorporated,American Express Company,AT&T Incorporated,Bank of America Corporation,Boeing Corporation,Caterpillar Incorporated,Chevron Corporation,"Cisco Systems, Inc",Coca-Cola Company,DuPont,Exxon Mobil Corporation,General Electric Company,Home Depot Incorporated,Microsoft Corporation,Intel Corporation,International Business Machines,J.P. Morgan Chase & Company,Johnson & Johnson,McDonald’s Corporation,Merck & Company,Pfizer Incorporated,Procter & Gamble Company,"The Travelers Companies, Inc",United Technologies,Verizon Company,Wal-Mart Stores Incorporated,Walt Disney Company
2017-01-10,176.580002,30.98,76.650002,40.810001,22.940001,159.070007,93.830002,114.959999,30.379999,41.040001,82.079964,85.93,241.307693,136.100006,62.619999,36.540001,165.520004,86.43,116.160004,120.25,57.175571,31.726755,83.489998,117.18,70.018883,52.759998,68.230003,108.379997
2017-01-11,177.889999,31.969999,76.910004,40.610001,23.07,159.399994,94.650002,115.93,30.15,41.049999,82.919693,86.809998,242.07692,135.699997,63.189999,36.950001,167.75,87.080002,114.730003,120.879997,58.807251,31.148008,83.75,117.650002,69.855255,52.459999,68.529999,109.440002
2017-01-12,177.440002,33.040001,76.879997,41.009998,22.92,158.289993,93.989998,116.160004,30.040001,40.950001,82.962395,86.339996,241.461533,135.070007,62.610001,36.709999,167.949997,86.239998,114.620003,122.099998,59.360687,30.92979,83.839996,116.75,69.741974,52.68,67.970001,107.529999
2017-01-13,177.389999,33.009998,76.620003,40.959999,23.01,158.830002,94.480003,116.379997,30.07,40.880001,82.264992,86.349998,241.230774,135.039993,62.700001,36.790001,167.339996,86.699997,114.599998,121.5,59.484734,30.853889,84.010002,117.050003,69.36438,52.549999,67.129997,108.059998
2017-01-17,177.259995,32.639999,76.599998,41.110001,22.049999,157.669998,93.57,116.279999,29.99,41.220001,81.596054,87.360001,240.538467,135.929993,62.529999,36.799999,167.889999,83.550003,114.870003,122.75,58.664124,30.417458,85.209999,117.459999,69.207047,52.740002,68.419998,107.970001
2017-01-18,178.490005,34.810001,77.489998,40.799999,22.629999,158.320007,93.330002,115.940002,30.030001,41.290001,82.136894,86.279999,240.230774,136.160004,62.5,36.759998,166.800003,83.940002,114.699997,122.709999,58.36832,30.388994,84.93,118.540001,69.490242,52.25,68.110001,108.160004
2017-01-19,178.679993,35.419998,76.690002,41,22.530001,159,93.379997,115.580002,29.98,41.139999,81.254471,84.730003,240.07692,135.389999,62.299999,36.57,166.809998,83.300003,114.199997,122.18,57.566795,30.075901,84.699997,117.989998,69.685333,52.360001,67.620003,107.279999
2017-01-20,178.490005,35.66,76.199997,41.450001,22.639999,159.529999,94.580002,115.599998,30.1,41.32,81.667221,85.889999,234.846161,135.600006,62.740002,36.939999,170.550003,83.669998,114.150002,122.260002,59.666031,30.142315,87.449997,118.019997,69.723099,52.720001,67.18,107.660004
2017-01-23,178.509995,36.290001,75.970001,42,22.559999,157.839996,94.459999,115.389999,30.27,41.43,81.32563,84.970001,228.846161,138.070007,62.959999,36.77,171.029999,83.709999,113.910004,121.379997,58.979008,29.848198,86.959999,118.040001,69.439896,52.41,66.650002,107.120003
2017-01-24,175.970001,37.5,77.43,41.360001,22.950001,160.550003,96.239998,116.370003,30.6,41.900002,84.883804,85.089996,230.769226,138.059998,63.52,37.619999,175.899994,84.720001,111.760002,121.050003,58.40649,29.554079,87.860001,116.839996,70.239143,50.119999,67.400002,107.900002
2017-01-25,176.729996,36.529999,76.889999,41.389999,23.370001,167.360001,98.150002,117.239998,30.700001,42.119999,85.695068,85.339996,233.615387,137.479996,63.68,37.799999,178.289993,86.029999,112.800003,121.790001,58.282444,29.686907,87.160004,117.669998,69.830086,49.77,66.889999,108.040001
2017-01-26,176.820007,36.299999,76.93,41.77,23.440001,169.119995,97.220001,116.550003,30.74,41.810001,87.417229,85.599998,233.230774,138.460007,64.269997,37.560001,178.660004,86.75,111.839996,121.879997,58.396946,29.67742,86.599998,118.129997,69.452484,49.119999,66.730003,108.059998
2017-01-27,177.479996,36.669998,76.849998,42.009998,23.360001,167.699997,98.989998,113.790001,30.98,41.450001,87.260666,85.510002,230.846161,138.330002,65.779999,37.98,177.300003,86.93,113.379997,122.860001,58.921757,29.810247,86.720001,118.099998,69.037132,49.599998,65.660004,109.300003
2017-01-30,175.419998,36.549999,77.279999,41.82,22.950001,165.570007,96.790001,111.82,30.83,41.380001,85.609673,84.860001,230.461533,138.470001,65.129997,37.419998,175.800003,86.029999,113.129997,123.019997,58.616413,29.705881,86.75,117.510002,68.70359,49.369999,66.419998,110.940002
2017-01-31,174.820007,36.450001,76.379997,42.16,22.639999,163.419998,95.660004,111.349998,30.719999,41.57,84.869576,83.889999,228.461533,137.580002,64.650002,36.82,174.520004,84.629997,113.25,122.57,59.150764,30.104364,87.599998,117.779999,69.01825,49.009998,66.739998,110.650002
2017-02-01,175.169998,36.259998,76.760002,42.060001,22.889999,163.970001,95.110001,111,30.5,41.259998,85.823166,82.940002,228.384613,137.440002,63.580002,36.52,174.289993,84.949997,113.230003,122.419998,59.255726,30.047438,87.330002,116.540001,68.080551,48.389999,66.230003,111.300003
2017-02-02,174.179993,37.68,76.510002,41.18,22.719999,162.259995,93.769997,112.209999,31.18,41.400002,85.19693,83.449997,228.307693,136.949997,63.169998,36.68,174.580002,84.589996,113.57,123.220001,61.240459,30.104364,87.760002,117.629997,68.193832,48.279999,66.699997,110.610001
2017-02-03,175.039993,36.860001,78.040001,41.25,23.290001,162.399994,93.279999,113.57,31.32,41.540001,85.695068,83.540001,228.461533,137.979996,63.68,36.52,175.820007,87.18,113.639999,124.239998,61.345421,30.445921,87.410004,117.779999,69.005661,48.580002,66.5,110.300003
2017-02-06,175.100006,37.75,77.82,41.060001,23.120001,163.979996,92.870003,112.980003,31.299999,41.560001,85.424652,83.309998,228.153839,136.490005,63.639999,36.27,175.860001,86.769997,113.400002,124.449997,61.965649,30.578749,87.400002,117.669998,69.65387,48.029999,66.400002,109.57
2017-02-07,175.759995,37.970001,77.720001,41.119999,22.9,166.5,93.309998,111.389999,31.450001,41.900002,85.097298,82.769997,227.384613,136.649994,63.43,36.349998,178.460007,86.720001,113.480003,124.589996,61.259541,30.436434,88.010002,117.760002,70.012589,48.040001,66.889999,109
2017-02-08,177.070007,37.540001,77.800003,41.209999,22.67,163.809998,92.910004,111.580002,31.27,42.02,85.011902,81.480003,226.384613,137.880005,63.34,36.380001,176.169998,85.959999,113.400002,124.669998,61.374046,30.493359,88.330002,117.809998,69.477661,48.369999,67.809998,109
2017-02-09,178.179993,37.419998,78.18,41.310001,23.120001,164.279999,93.959999,112.260002,31.5,41.25,85.766235,81.839996,227.615387,138.710007,64.059998,35.459999,177.210007,87.199997,114.080002,124.480003,61.440842,30.721064,88.669998,118.779999,69.28257,48.810001,69.080002,109.489998
2017-02-10,179,38.299999,78.480003,41.380001,23.08,166.229996,96.309998,113.050003,31.51,40.580002,87.089874,82.519997,228.615387,139.850006,64,35.34,178.679993,87,115.239998,125.82,61.21183,30.6926,87.970001,119.730003,69.886719,48.98,68.019997,109.260002
2017-02-13,181.020004,38.48,78.910004,40.650002,23.4,168.029999,98.5,113.910004,31.969999,40.619999,87.616486,83,231.07692,139.869995,64.720001,35.799999,179.360001,88.150002,115.879997,125.540001,61.803436,30.93928,88.309998,119.709999,70.497169,48.549999,67.769997,109.650002
2017-02-14,181.600006,38.560001,79.410004,40.75,24.059999,168.5,98.089996,112.519997,32.310001,40.529999,87.844208,82.82,232.92308,141.360001,64.57,35.93,180.130005,89.559998,116.360001,125.809998,62.652672,31.072105,87.860001,120.239998,70.213974,48.27,68.660004,110.330002
2017-02-15,181.699997,37.869999,79.599998,41.119999,24.58,169.300003,99.019997,112.57,32.82,40.439999,86.961784,83.160004,233.461533,142.190002,64.529999,36.049999,181.679993,90.589996,117.199997,126.480003,62.175571,31.793169,91.120003,120.980003,70.42794,48.080002,68.690002,110.18
2017-02-16,183.410004,36.459999,79.510002,41.25,24.58,170.809998,98.260002,110.68,33.599998,41.200001,87.402992,82.300003,234.230774,141.539993,64.519997,36.41,181.429993,90.529999,118.080002,126.699997,62.270992,31.897533,90.790001,121.790001,70.528633,48.459999,68.870003,110.709999
2017-02-17,182.949997,36.209999,79.709999,41.48,24.52,172.710007,98.849998,110.330002,33.740002,41.23,87.189507,81.760002,233.615387,143,64.620003,36.48,180.669998,90.230003,118.860001,127.800003,62.395039,31.897533,91.089996,121.949997,70.578979,49.189999,69.370003,110.059998
2017-02-21,183.369995,36.709999,79.970001,41.73,24.780001,175.559998,98.099998,111.720001,34.130001,41.459999,87.132576,81.889999,234.769226,145.020004,64.489998,36.52,180.259995,91.010002,119.660004,128.039993,62.480915,31.897533,91.669998,121.550003,70.799248,49.43,71.449997,110.010002
2017-02-22,186.039993,36.599998,79.860001,41.59,24.790001,175.360001,98.199997,110.379997,34.09,41.599998,90.619583,80.93,233.307693,145.25,64.360001,36.07,181.149994,91.059998,119.519997,127.849998,62.299618,31.86907,91.440002,121.900002,70.89994,49.669998,71.709999,110.120003
2017-02-23,187.190002,34.32,80.050003,41.950001,24.58,176.860001,95.550003,111.019997,34.040001,41.66,90.192604,81.779999,230.92308,144.710007,64.620003,36.18,181.649994,91.129997,121.699997,128.270004,62.833969,32.314991,91.129997,122.360001,70.541222,50.310001,71.309998,109.730003
2017-02-24,187.410004,34.48,79.760002,42.360001,24.23,177.440002,95.480003,110.120003,34.32,41.779999,90.448792,81.080002,232.230774,145.949997,64.620003,36.529999,181.350006,90.330002,122.730003,128.649994,63.129772,32.504745,91.050003,122.269997,70.774071,50.599998,72.389999,110.32
2017-02-27,186.910004,34.779999,80.169998,41.82,24.57,179.429993,97.440002,111.75,34.259998,41.669998,89.537903,81.540001,230.307693,145.300003,64.230003,36.509998,179.399994,90.43,122.400002,126.989998,62.833969,32.52372,90.889999,122.040001,70.994339,49.939999,71.739998,110.230003
2017-02-28,186.350006,34.59,80.059998,41.790001,24.68,180.229996,96.660004,112.5,34.18,41.959999,88.612778,81.32,229.307693,144.910004,63.98,36.200001,179.820007,90.620003,122.209999,127.650002,62.853054,32.371918,91.07,122.239998,70.830711,49.630001,70.93,110.089996
2017-03-01,189.860001,37.990002,81.919998,42.040001,25.5,183.910004,98.580002,113.879997,34.439999,42.16,90.320702,83.019997,232.230774,146.679993,64.940002,35.93,181.949997,93.599998,123.860001,129.050003,63.177483,32.656548,91.660004,124.989998,71.541847,49.810001,70.449997,111.040001
2017-03-02,189.889999,35.849998,80.099998,42.07,25.23,182.990005,94.360001,113.360001,34.389999,42.470001,90.164139,83.300003,232.230774,147.949997,64.010002,35.91,180.529999,92.139999,123.629997,128.229996,63.053436,32.741936,90.910004,124.519997,70.918816,49.98,70.760002,110.589996
2017-03-03,189.309998,36.380001,79.879997,42.009998,25.440001,182.179993,95.120003,113.550003,34.290001,42.48,90.036041,82.459999,231.692307,147.809998,64.25,35.900002,180.050003,92.800003,123.790001,127.900002,63.530533,32.751423,90.5,124.129997,70.698555,50.09,70.029999,111.239998
2017-03-06,188.899994,36.93,79.5,41.959999,25.25,180.929993,95.660004,113.169998,34.189999,42.18,90.391861,82.830002,230.769226,147.130005,64.269997,35.57,180.470001,91.919998,123.709999,128.029999,63.425571,32.590134,90.370003,122.32,70.270607,50.029999,69.879997,110.669998
2017-03-07,189.089996,35.799999,79.580002,41.880001,25.209999,182.020004,95.93,111.809998,34.200001,41.990002,89.879486,82.519997,229.692307,146.020004,64.400002,35.799999,180.380005,91.410004,123.830002,128.070007,62.938931,32.248577,90.290001,122.139999,70.660789,49.439999,69.870003,110.860001
2017-03-08,189.509995,35.990002,79.040001,41.77,25.26,181.740005,93.230003,109.610001,34.02,41.990002,90.064507,81.029999,229.230774,146.919998,64.989998,35.619999,179.449997,91.209999,124.099998,128.089996,62.786259,32.172676,90.139999,121.239998,70.327248,49.16,69.800003,110.839996
2017-03-09,189.899994,35.360001,79.300003,41.939999,25.35,180.570007,91.389999,110.040001,34.07,42.029999,90.434563,81.669998,228.153839,146.619995,64.730003,35.82,177.179993,91.57,125.949997,128.139999,62.872135,32.305504,90.339996,121.900002,70.440529,49.279999,69.860001,111.029999
2017-03-10,191.210007,34.529999,79.379997,42.349998,25.309999,178.699997,92.309998,110.610001,34.259998,42.290001,90.861542,81.610001,232.92308,146.850006,64.93,35.91,177.830002,91.279999,126.209999,127.980003,62.595421,32.362431,91.07,122.830002,70.572685,49.349998,70.099998,110.919998
2017-03-13,191.520004,34.700001,79.209999,42.369999,25.299999,179.050003,92.639999,109.349998,34.099998,42.029999,91.245827,81.419998,229.692307,147.429993,64.709999,35.16,176.460007,91.360001,126.68,127.610001,61.21183,32.362431,91.309998,122.150002,70.679672,49.470001,69.949997,111.519997
2017-03-14,190.330002,34.189999,79.690002,42.09,25.32,178.729996,91.860001,107.360001,34.119999,41.970001,90.63382,80.989998,227.230774,147.160004,64.410004,35.18,175.720001,91.510002,127.050003,127.800003,61.259541,32.466793,91,122.620003,70.377594,49.360001,70.720001,112.309998
2017-03-15,191.199997,35.139999,79.230003,42.59,25.18,178.710007,93.360001,108.879997,34.240002,42.119999,91.7155,82,228.92308,147.949997,64.75,35.099998,175.809998,91.730003,128.960007,127.879997,61.736641,32.855785,91.400002,122.989998,71.164253,50.139999,70.580002,111.870003
2017-03-16,190.309998,35.380001,79.769997,42.439999,25.219999,178.190002,92.849998,107.860001,34.23,42.25,90.890007,82.07,228.846161,148.729996,64.639999,35.139999,177.240005,91.639999,128.460007,127.980003,61.240459,32.666035,91.440002,122.739998,70.698555,50.040001,70.440002,111.709999
2017-03-17,192.360001,34.970001,79.25,42.610001,24.860001,180.100006,92.910004,107.68,34.23,42.029999,91.131966,82,229.846161,149.600006,64.870003,35.27,175.649994,90.68,128.059998,128.639999,60.973282,32.561668,91,123.139999,71.397102,50.389999,69.889999,111.760002
2017-03-20,193.009995,34.900002,78.849998,42.419998,24.440001,179.389999,95.400002,107.660004,34.279999,42.18,91.800896,82,228.769226,147.800003,64.93,35.43,175.699997,90.029999,128.070007,128.779999,61.173664,32.618595,91.220001,122.360001,71.434868,50.240002,69.980003,112.709999
2017-03-21,192.130005,33.220001,77.529999,42.080002,23.02,175.960007,92.43,108.040001,33.880001,42.5,89.779854,81.830002,226.07692,146.610001,64.209999,35.040001,173.880005,87.389999,127.25,128.520004,60.982822,32.495255,91.190002,121.690002,70.585274,50.16,69.900002,111.75
2017-03-22,192.220001,33.689999,77.669998,41.650002,22.940001,176.979996,92.43,108.389999,34.099998,42.380001,89.367111,81.760002,227.153839,147.360001,65.029999,35.369999,174.779999,87.529999,126.260002,129.100006,60.591602,32.703983,90.989998,122.029999,70.440529,49.709999,70.25,112.080002
2017-03-23,192.139999,33.310001,77.839996,41.650002,23.07,177.259995,92.230003,107.870003,33.959999,42.169998,90.847305,81.860001,227.846161,147.990005,64.870003,35.27,174.820007,87.389999,125.900002,129,60.38168,32.533207,90.769997,121.290001,70.383888,49.639999,69.860001,112.239998
2017-03-24,191.509995,32.560001,78.199997,41.68,23.120001,175.820007,92.150002,107.989998,34.080002,42.119999,89.779854,81.230003,228.615387,147.710007,64.980003,35.16,173.830002,87.290001,125.480003,129.339996,60.286259,32.258064,90.57,120.769997,70.358719,49.68,69.610001,112.139999
2017-03-27,190.429993,32.470001,77.599998,41.490002,23.030001,176.100006,91.510002,106.279999,33.990002,42.32,91.117729,81.25,226.461533,146.869995,65.099998,35.389999,173.770004,87.239998,125.800003,129.490005,60.295803,32.428844,90.489998,121.010002,70.377594,49.139999,69.660004,112.379997
2017-03-28,190.990005,32.919998,78.639999,41.560001,23.48,177.360001,92.949997,107.169998,34.02,42.43,92.512535,81.839996,227.846161,147.199997,65.290001,35.599998,174.509995,88.599998,125.660004,129.449997,60.438931,32.409866,90.760002,121.800003,70.950279,49.299999,70.32,113.050003
2017-03-29,190.679993,32.91,78.25,41.450001,23.35,177.630005,92.860001,108.07,33.740002,42.419998,91.687035,82.019997,228.307693,147.039993,65.470001,35.57,173.940002,88.269997,124.919998,128.839996,60.725189,32.571156,90.599998,120.529999,70.522339,49.130001,70.739998,112.529999
2017-03-30,191.279999,33.490002,79.209999,41.759998,23.870001,177.979996,93.220001,107.779999,33.740002,42.599998,91.345451,83.699997,229.769226,146.949997,65.709999,35.75,173.860001,89.029999,124.660004,129.320007,60.543892,32.590134,90.199997,121.029999,70.767776,49.060001,71.589996,113.18
2017-03-31,191.330002,34.400002,79.110001,41.549999,23.59,176.860001,92.760002,107.370003,33.799999,42.439999,90.434563,82.010002,229.230774,146.830002,65.860001,36.07,174.139999,87.839996,124.550003,129.610001,60.629772,32.457306,89.849998,120.540001,70.616737,48.75,72.080002,113.389999
2017-04-03,190.720001,34.220001,78.589996,41.57,23.59,176.649994,92.269997,107.800003,33.580002,42.41,89.751389,82.07,229.846161,146.619995,65.550003,36.16,174.5,87.519997,124.690002,129.610001,60.562977,32.485767,89.68,120.379997,70.440529,49.18,71.830002,113.199997
2017-04-04,190.190002,34.23,78.260002,41.689999,23.440001,178.699997,94.129997,108.660004,33.41,42.68,89.950645,82.370003,230.92308,146.339996,65.730003,36.279999,174.520004,87.309998,124.68,129.289993,60.753819,32.580647,89.910004,120.610001,71.107613,49.310001,72.010002,113.040001
2017-04-05,190.240005,33.849998,77.760002,41.509998,23.17,177.080002,94.239998,108.639999,33,42.57,90.406097,82.529999,230.538467,146.639999,65.559998,36.220001,172.880005,86.190002,124.800003,130.410004,60.658398,32.438332,89.970001,120.910004,70.799248,49.02,71.650002,113
2017-04-06,189.889999,33.650002,77.919998,40.599998,23.26,177.369995,95.82,109.290001,33.080002,42.669998,90.534187,83.010002,230.230774,147.240005,65.730003,36.029999,172.449997,86.480003,125.050003,130.149994,60.34351,32.362431,89.400002,120.540001,70.742607,48.43,71.43,113.050003
2017-04-07,189.990005,33.73,77.769997,40.59,23.16,178.850006,95.519997,108.860001,32.959999,42.610001,89.936417,82.760002,230.692307,147.130005,65.68,36.029999,172.139999,86.18,124.919998,129.960007,60.238548,32.35294,89.230003,120.150002,71.107613,48.66,72.900002,112.580002
2017-04-10,189.710007,33.66,77.489998,40.380001,23.02,177.559998,97.139999,109.43,33.009998,42.689999,90.050278,83.129997,230.846161,148.210007,65.529999,35.799999,171.199997,85.879997,124.339996,129.979996,59.685116,32.296017,89.489998,121.110001,71.038391,48.540001,73.059998,112.43
2017-04-11,190.070007,34.389999,77.260002,40.310001,22.92,178.570007,97.099998,108.970001,32.919998,42.66,88.940125,82.839996,231.07692,148.199997,65.480003,35.740002,170.580002,85.730003,124.220001,131.199997,59.713741,32.19165,89.800003,121.190002,71.202011,48.700001,73.43,113.07
