,HINDALCO,HEROHONDA,M&M,MARUTI,TATAMOTORS,AXISBANK,HDFCBANK,ICICIBANK,PNB,SBIN,ACC,AMBUJACEM,GRASIM,ITC,HCLTECH,INFOSYSTCH,TCS,WIPRO,DLF,UNITECH,HINDUNILVR,JPASSOCIAT,ABB,BHEL,SIEMENS,SUZLON,LT,RELCAPITAL,HDFC,IDFC,GAIL,STER,ONGC,CIPLA,SUNPHARMA,NTPC,POWERGRID,RELINFRA,RPOWER,TATAPOWER,BPCL,RELIANCE,JINDALSTEL,SAIL,TATASTEEL,BHARTIARTL,IDEA,RCOM
2015-08-04,109.25,2623.850098,682.150024,4438.799805,380.75,580.099976,543.224976,285.5,159.149994,288.600006,1377.199951,229.100006,583.222351,219.933334,466.450012,528.625,1254.449951,209.943802,115.050003,7.45,908.099976,11.15,1361.650024,187.866669,1476.099976,24.4,1183.166626,344.345276,818.200012,72.491508,97.017235,106.949997,177.566666,709.650024,830.099976,112.625,105.750023,423.899994,43.549999,69.900002,311.183319,489.361328,77.699997,58.950001,244.186401,379.437225,98.947212,70.400002
2015-08-05,108.25,2666,693.424988,4471.649902,376.399994,580.400024,546.099976,283.045441,159,285.399994,1381.75,229.649994,582.881531,221.199997,468.700012,543.174988,1273.574951,215.756302,122.099998,7.85,908.599976,11.7,1373.699951,187.03334,1497.25,27,1186.400024,344.651611,818.200012,72.589172,97.017235,105.599998,180,718.599976,841.900024,113.958336,105.562523,428.049988,43.950001,69.75,310.200012,489.237518,78.599998,60.400002,249.902817,383.385376,99.97226,72.5
2015-08-06,108.699997,2651.100098,698.625,4452.100098,383.100006,584.75,547.974976,282.772736,161.949997,289.049988,1405.349976,230.350006,581.270447,217.5,473,543.474976,1286.650024,214.350052,122.449997,7.85,907.75,11.9,1376.699951,188.300003,1526,25.950001,1220.5,339.662384,818.200012,72.052017,96.454735,102.699997,180.633331,723.400024,845.400024,113.25,105.787529,424.850006,44.400002,69.75,312.866669,484.878845,78.599998,61.299999,248.664261,381.044037,101.539986,72.5
2015-08-07,109.550003,2661.850098,695.150024,4452.950195,393.399994,580.299988,546.325012,281.954559,159.899994,281.299988,1399.650024,228.5,590.030945,216.300003,469.674988,547.799988,1276.025024,213.412552,125.699997,7.8,904.849976,11.9,1383.800049,177.433334,1507.050049,25.15,1222.300049,334.848206,818.200012,72.198517,96.145363,101.199997,188.566666,715.150024,851.950012,111.541664,104.700027,419.100006,43.900002,69.099998,318.5,487.553467,78.550003,61.150002,249.664642,377.922211,100.66568,73.300003
2015-08-10,107.800003,2703.949951,679.849976,4497.149902,385.700012,575.900024,547.325012,281.454559,159.100006,282.75,1385.75,226.649994,584.554688,213.96666,468.225006,543,1286.050049,211.293808,128.300003,7.95,906.150024,11.05,1367.050049,181.633331,1499.550049,24.65,1213.833374,329.465057,818.200012,71.905525,96.764107,99.650002,183.366669,715.25,840.700012,109.458336,103.537521,407.049988,43.5,69.099998,315.566681,479.901031,82.099998,59.900002,248.807175,376.63678,98.826622,72.150002
2015-08-11,103.25,2688.399902,669.775024,4504.299805,369.149994,571.25,547.349976,274.772736,155.949997,268.799988,1374.25,222.600006,576.297607,213.399994,470.200012,554.575012,1302.099976,212.306305,124.349998,7.7,888.200012,10.9,1352.550049,178.03334,1469.349976,23.6,1200.766724,323.250397,818.200012,71.099792,96.862549,96.949997,180.03334,719.200012,841.75,109,103.462524,401.850006,44.549999,68.25,308.416656,478.46463,81.550003,58.049999,235.135406,371.724518,97.017715,70.400002
2015-08-12,95.900002,2634.800049,649.700012,4504.299805,355.200012,557.849976,535.224976,265.136353,152.699997,256.350006,1366,223.25,567.142029,211.166672,485.399994,572.200012,1335.849976,216.656311,117.099998,7.2,866.349976,10.55,1327.800049,173.266663,1436.75,23.950001,1175,304.956512,818.200012,68.707008,95.146919,95.449997,179.566666,707.650024,866.150024,106.708336,102.000023,380.549988,43.650002,67.550003,290,467.023102,77.150002,58.099998,237.279053,366.077728,97.46994,66.699997
2015-08-13,90.800003,2646.5,669.799988,4492.850098,349.399994,567.549988,538.775024,265.363647,152.850006,259.299988,1364.550049,222.100006,558.513184,210.899994,482.774994,579,1317.800049,214.200058,114.25,7,866.549988,9.95,1286.099976,172.399994,1405.550049,24.35,1173.43335,295.503204,818.200012,68.438431,93.389107,81.5,179.833328,725.5,879.049988,106.541664,103.350021,362.399994,40.75,69.150002,295.083344,462.292938,68.400002,56.049999,222.55928,353.315033,94.786728,60.099998
2015-08-14,93.150002,2712.449951,689.075012,4572.5,355.25,570,550.900024,275.090912,166.25,268.5,1372.050049,226.300003,573.772461,212.100006,486.850006,574.625,1351.599976,215.718796,135.25,7.35,870.549988,10.3,1287.449951,174.333328,1445.400024,24.6,1199.666626,307.538666,818.200012,70.709129,94.823486,84.949997,180.266663,739.599976,897.700012,108.041664,103.762527,371.5,41.849998,69.699997,291.25,478.935181,70.949997,56.549999,226.370224,362.772278,97.228752,60.900002
2015-08-17,90.650002,2650.25,675.525024,4549.799805,356.100006,561.400024,545.75,275.363647,173.300003,279.75,1367.349976,226.300003,571.409973,211.266663,484.225006,571.075012,1342.375,215.943802,129.300003,7,872.650024,10.2,1280.050049,174.633331,1432,23.700001,1186.900024,301.455292,818.200012,71.124207,97.045364,89.75,176,703.150024,906.200012,106.708336,103.575027,370.899994,42.200001,68.650002,288.383331,470.886475,70.800003,57.400002,235.087769,358.273193,98.072914,62.25
2015-08-18,88.900002,2641,682.474976,4634,348.600006,561.349976,543.174988,273.727264,170.600006,284.799988,1387.349976,227.100006,574.833618,209.899994,484.799988,582.174988,1370.449951,214.181305,128.050003,7.1,872.849976,10,1307.599976,174.333328,1437.599976,23.75,1200.099976,298.52301,818.200012,69.952232,92.742233,88.300003,173.866669,683.799988,889.75,106.041664,103.050026,366.850006,42,68.099998,298.816681,467.617462,71,57.150002,240.423096,354.003662,96.444893,61.349998
2015-08-19,86.150002,2684.699951,682.825012,4671.850098,351.25,554,540.924988,276.818176,168,278,1446.900024,231,578.838257,211.266663,494.075012,587.775024,1366.800049,219.281311,126.699997,7.15,876.200012,10.95,1321.849976,174.833328,1454.449951,24.75,1209.800049,296.903687,818.200012,69.170914,92.784424,85.099998,173.733337,696.099976,927.75,105,102.337524,365.850006,42,67.400002,295.700012,472.818146,74.050003,57.549999,237.993607,351.249146,96.806679,61.049999
2015-08-20,84.949997,2629.100098,667.375,4634.149902,342.200012,533.400024,537.349976,271.136353,159,270.549988,1411,223.949997,572.099365,219.566666,480.625,567.275024,1343.425049,216.281311,120,6.85,872.049988,10.1,1276.599976,168.633331,1415.699951,24.950001,1187.900024,287.450378,818.200012,67.632698,90.084419,84.75,170.53334,691.599976,936.650024,104.958336,102.075027,350.5,40.900002,67.5,300.683319,453.847961,67.900002,56.25,230.13353,348.907776,94.696281,61.25
2015-08-21,86,2555.050049,661.125,4567.350098,332.399994,525.299988,530.650024,269.545441,159.350006,267.5,1406.449951,227.050003,561.611511,220.5,482.450012,574.950012,1338.074951,216.000061,113.949997,6.85,884.150024,10.15,1270.699951,165.899994,1399.949951,24.450001,1160,288.63205,818.200012,68.340767,87.56723,82.199997,170.633331,697.400024,937.900024,102.833336,100.050026,352.600006,41.349998,68,296.549988,449.712189,70.849998,55.650002,226.036774,339.312805,91.952774,60.25
2015-08-24,78.650002,2472.550049,621.625,4241.799805,308.25,482.049988,509.524994,245.409088,142.600006,245.399994,1367.150024,212.149994,535.120789,213.46666,463.950012,546.025024,1289.324951,204.131302,96.650002,6,851.150024,8.75,1181.5,153.03334,1226.599976,21.299999,1087.699951,249.768478,818.200012,63.921448,76.879723,67,151.800003,635.849976,891.099976,96.083336,98.325027,299.350006,35.900002,62.25,272.866669,410.88028,67.800003,50.349998,196.359024,319.801514,88.636444,50.5
2015-08-25,80.449997,2464.5,625.474976,4199,328.850006,502.950012,509.225006,257.727264,144.149994,253.350006,1362.099976,207.600006,535.763672,213.266663,457.024994,542.825012,1283.574951,202.987549,112.099998,5.95,865.950012,8.5,1194.75,154,1242.199951,21.85,1083.099976,247.055038,818.200012,64.336517,78.890663,74,153.766663,645.400024,890.599976,99.291664,96.450027,309.549988,35.950001,58.5,287.583344,420.092926,68.900002,50.950001,203.361633,319.847443,91.048325,50.599998
2015-08-26,80.400002,2392.699951,607.75,4207.049805,335.100006,495.600006,506.75,252.77272,142.399994,245.699997,1360.400024,198.199997,528.560059,211.766663,455,532.299988,1288.375,206.606308,110.099998,5.95,855,8.7,1190.050049,160.100006,1224.900024,21.6,1061.466675,256.508331,818.200012,63.018047,79.509415,73.150002,149.899994,637.450012,872.900024,99.916664,98.212524,337.200012,36.700001,60.200001,279.216675,422.693298,67.300003,49.049999,205.457657,311.446106,91.379951,52.299999
2015-08-27,80.650002,2377.800049,615.099976,4203.75,334.049988,509.25,511.049988,256.772736,145.899994,249.449997,1369.949951,209.899994,542.851074,217.133331,456.549988,541.400024,1287.324951,206.756302,114.75,6.2,857.799988,9.75,1199.949951,154.399994,1251.25,22.299999,1080.033325,266.311768,818.200012,64.14119,79.017227,77.900002,153.53334,660.950012,902,99.291664,101.137527,353,37.349998,60.549999,293.399994,430.494354,70.150002,50.650002,215.69957,318.883362,91.560844,54.5
2015-08-28,81.650002,2398.600098,616.974976,4205.850098,340.049988,508.149994,513.974976,257.909088,143.25,248.949997,1362.800049,206.100006,534.446899,218,476.100006,555.525024,1285.425049,211.350052,115.199997,6.05,854.5,9.75,1242.599976,156.399994,1280.099976,22.1,1077.633301,269.637909,818.200012,64.190025,81.295357,74.550003,162.433334,659.849976,886.450012,101.333336,101.362526,341.799988,37.700001,61.049999,286.983337,432.104095,67.599998,52.049999,218.129059,332.839661,92.82708,57.450001
2015-08-31,80.050003,2397.199951,610.450012,4167.200195,340.149994,507.75,513.724976,252.636368,144.850006,247.350006,1334.849976,207.199997,533.927917,216.766663,485.524994,547.200012,1282.025024,214.425049,110.900002,6.05,860.900024,9.65,1227.550049,150.96666,1264.849976,22.1,1068.599976,275.28363,818.200012,63.457539,83.278168,77.300003,159.53334,682.150024,898.950012,101.208336,97.987526,341.549988,37.5,60.549999,294.399994,423.931549,67.550003,49.75,214.746841,325.310608,93.972717,60.400002
2015-09-01,75.949997,2383.850098,588.599976,4061.449951,329.899994,480.100006,500.049988,246.318176,134.800003,239.100006,1332.199951,207.600006,529.86908,210.300003,476,544.5,1268.699951,211.556305,106.300003,5.8,853.75,9.1,1193.150024,145.166672,1241.550049,21.4,1038.599976,265.917877,818.200012,62.798306,82.237541,75.050003,156.066666,663.150024,901.950012,100.208336,96.825027,333,36.400002,60.349998,287.783325,415.981903,64.699997,46.950001,206.076935,317.138794,90.083572,57.400002
2015-09-02,74.349998,2338.699951,567.275024,4030,324.450012,466.600006,497.575012,240.77272,129.550003,230.550003,1356.349976,209.899994,528.947327,213.399994,474.450012,549.724976,1295.900024,207.843796,109.699997,5.95,830.599976,9.2,1159.5,137.666672,1203.800049,21.450001,1018.43335,281.498322,818.200012,61.968155,82.518791,75.800003,150.133331,648.299988,890.150024,97.083336,93.900024,335.649994,36.5,58.450001,283.033325,420.786377,64.300003,46.549999,209.125687,315.164734,93.158714,59.200001
2015-09-03,77.199997,2322.350098,570.325012,4143.25,333.549988,486.899994,505.149994,242.590912,130.800003,232.25,1394.550049,218.449997,530.302856,213.333328,480.5,549.674988,1302.800049,212.681305,120.599998,6.1,833.75,9.4,1191.949951,141.066666,1206.699951,22,1045.866699,285.787323,818.200012,62.969215,82.842232,80.199997,152.766663,655.650024,884.950012,98,95.400024,339.200012,37.549999,59.900002,279.316681,422.916168,65.199997,48.799999,218.891251,318.378357,90.083572,59.650002
2015-09-04,73.900002,2290.850098,555.299988,4063.300049,322.899994,468,498.024994,234.318176,130.75,225.149994,1345.400024,211.5,522.797119,211.399994,470.149994,536.974976,1273.724976,207.750046,116.75,5.8,830,9.1,1190.650024,137.46666,1180.800049,20.85,1022.56665,281.717133,818.200012,62.602974,78.989098,76.5,150.366669,649.549988,857.700012,95.416664,92.70002,322.899994,35.599998,56.549999,283.533325,414.025452,62.150002,47.200001,208.554047,321.362427,89.902679,58.549999
2015-09-07,71.550003,2280.600098,555.450012,4069.600098,322.850006,449.850006,492.225006,226.454544,127.900002,221.100006,1344.949951,206.899994,524.966003,208.96666,460.424988,529.375,1269.875,207.037552,112.699997,5.7,819.849976,8.85,1161.650024,133.866669,1142.849976,19.85,1006.333313,288.500763,818.200012,60.11253,77.65316,73.699997,150.699997,649.549988,836.5,93.833336,91.725021,325.850006,35.200001,56.150002,276.733337,412.688141,59.900002,47.650002,205.648209,318.699707,87.370209,58.150002
2015-09-08,72.699997,2313.199951,572.950012,4139.299805,330.899994,473.899994,502.024994,237.090912,132.850006,228.350006,1345.800049,208.550003,530.450012,208.600006,468.174988,529.400024,1270.150024,211.350052,120.349998,5.9,801.099976,9.1,1157.550049,141.399994,1186.099976,20.1,1043,285.393433,818.200012,61.577496,83.039101,75.800003,153.266663,650,844.599976,95.375,94.537521,327.799988,36.400002,58.650002,273.75,420.315826,60.5,51.599998,217.938507,319.296539,87.943031,55.75
2015-09-09,78.599998,2344.300049,585.299988,4305.149902,344.899994,486.25,508.149994,240.5,135.649994,231.649994,1380.050049,212.149994,542.936279,209.600006,471.600006,544.349976,1274.875,210.412552,122.5,6,803.049988,9.65,1180.949951,141.833328,1232.699951,21.9,1061.666626,295.284363,818.200012,63.188961,82.645355,78.050003,153.600006,656.450012,839.049988,100.75,94.500023,341.049988,37.900002,59.200001,273.416656,432.921326,62.349998,54.099998,228.18042,325.494232,89.902679,62.200001
2015-09-10,76.5,2348.600098,585.049988,4301.450195,354.100006,482.600006,505.5,243.090912,133.949997,227.449997,1378.900024,211.300003,536.894531,208.899994,457.950012,540.224976,1272.699951,207.037552,123.900002,5.95,790.150024,9.4,1166.75,144.699997,1249.849976,21.700001,1076.900024,299.179474,818.200012,63.604034,82.18129,79.449997,151.266663,653.700012,839.700012,99.375,92.51252,344.600006,38.25,60.950001,279.899994,429.429443,60.849998,52.150002,228.847336,321.775604,89.782089,65
2015-09-11,76.099998,2343.050049,583.25,4317.75,344.600006,481.25,505.25,243.227264,134.5,230.100006,1366.550049,207,536.476257,209.166672,460.100006,545.375,1276,209.662552,124.800003,5.95,795.25,9.25,1150.199951,140.46666,1276.099976,22.049999,1068.633301,296.115906,818.200012,62.944801,80.198479,80.150002,152.233337,653.150024,846.049988,99.708336,93.225021,341.399994,38.25,59.549999,283.516663,426.432831,61.849998,51.049999,221.940002,320.168793,89.782089,65
2015-09-14,78.650002,2349.5,586.375,4319.5,346.799988,496.200012,509.850006,247.636368,137.199997,235.25,1388.650024,211.25,538.652832,209.100006,464.274994,549.875,1275.824951,214.368805,126.099998,6.05,794.75,9.6,1151.099976,142.166672,1300.650024,22.25,1070.633301,309.289276,818.200012,63.89703,81.956291,80.599998,153.100006,660.700012,857.049988,104.916664,95.662521,355.899994,39.950001,61.799999,293.466675,427.869232,64.150002,52.049999,230.371719,325.172882,88.877632,66.949997
2015-09-15,76.25,2310.550049,575.950012,4325,334.350006,481.899994,506.575012,244.090912,135.199997,232.899994,1379.5,204.399994,535.500305,211.366669,464.399994,549.599976,1268.625,214.162552,123.150002,6,804.599976,9.2,1102,141.46666,1282,21.299999,1038.766724,301.41153,818.200012,62.554142,81.562538,79.800003,152.833328,658.299988,866.700012,105.708336,96.262527,345.850006,38.950001,61.849998,293.200012,429.429443,62.150002,50.299999,217.795593,322.280609,87.098877,65.800003
2015-09-16,77.25,2368.350098,583.974976,4355.600098,338.049988,494.25,511.674988,248.045456,136.5,236.800003,1377.300049,210.449997,537.033997,214.766663,469.450012,550.825012,1275.175049,217.706299,123.599998,5.95,806.849976,9.4,1097.300049,140.233337,1290.300049,21.200001,1032.466675,293.052338,818.200012,63.262211,82.406288,80.099998,153.666672,661.599976,887.200012,106.541664,98.325027,340.5,39.799999,62.150002,287.450012,432.178375,63.950001,51.950001,219.605789,330.085114,88.154068,65.449997
2015-09-18,75.900002,2428.5,599.625,4400.850098,330.25,517.450012,524.875,252.590912,138.550003,242,1375.199951,209.75,541.727966,212,475.274994,552.224976,1275.625,222.000061,126.349998,6.1,797.849976,9.85,1121.5,138.833328,1296.75,21.35,1027.06665,301.630341,818.200012,65.28875,80.789101,81.150002,159.46666,652,905.200012,105.666664,100.125023,342.75,40.799999,64.300003,289.850006,443.496094,64,51.950001,217.319229,327.697845,88.787186,66.400002
2015-09-21,78.099998,2423.699951,592.650024,4490.25,331.700012,528,526.474976,253.909088,139.75,245.25,1383.400024,209.899994,535.794678,209.5,472,552.325012,1275.525024,222.075058,127.900002,6.3,790.700012,11.1,1107.199951,138.100006,1325.900024,21.65,1033.5,305.000275,818.200012,68.096603,81.885979,82.5,159.300003,649.25,899.950012,105.625,102.412521,338.200012,42.700001,64.699997,290.416656,434.927338,65.199997,51.700001,215.747208,323.474243,87.943031,67.449997
2015-09-22,73.199997,2388.949951,593.700012,4473.049805,315.799988,509.700012,515.325012,245.954544,134.5,237.949997,1353.550049,207.850006,531.240112,208.100006,467.5,553.724976,1263.400024,223.462555,124.349998,5.95,785.900024,10.5,1102.75,134.46666,1292.849976,20.700001,989.966675,293.66507,818.200012,66.729301,81.576607,80.599998,156.333328,644.150024,900.599976,100.75,98.250023,327.25,41.200001,62.849998,287.133331,419.969116,61.799999,50.700001,209.697327,315.669708,86.586349,64.25
2015-09-23,72.949997,2400.949951,604.125,4497.649902,310.299988,511.700012,524.599976,248.5,135.649994,239.850006,1345.650024,208.699997,533.176575,210.733337,463.549988,558.125,1266.324951,221.531311,127.150002,6.1,785,11.75,1099.400024,132.733337,1295.349976,20.299999,996.866638,303.862366,818.200012,67.290871,80.803162,83,157.699997,642.150024,896.75,101.083336,95.850021,336.899994,41.950001,63.25,292.25,421.182617,60.75,50.799999,210.554794,310.252472,85.410561,64.949997
2015-09-24,71.400002,2381.699951,610.5,4566.649902,303.399994,513.950012,525.700012,243.909088,135.850006,239.050003,1343.050049,207,531.821045,215.03334,477.475006,570.275024,1290.199951,226.143799,126.550003,6,781.700012,11.6,1088.800049,132.100006,1312.25,20.4,974.966675,310.777283,818.200012,68.707008,82.898476,83.099998,151.666672,643.099976,891.900024,101.708336,94.050026,337.350006,41.549999,65.050003,293.633331,414.743652,59.849998,53,204.981293,305.707489,83.963432,64.5
2015-09-28,70.550003,2349.5,610.799988,4536.25,285,506.700012,523.200012,243.727264,134.850006,239.449997,1336.75,203.050003,534.493347,212.833328,475.25,552.775024,1296.849976,222.356308,129.550003,6.1,790.650024,11.15,1054.650024,130.100006,1276.800049,20.200001,953.366638,315.416412,818.200012,68.609344,82.153168,84.849998,150.066666,641.900024,861,100.791664,95.100021,346.350006,42.549999,65.5,294.5,413.208191,58.299999,51.650002,199.360138,300.795227,86.103973,64.25
2015-09-29,68.199997,2329.25,624.849976,4682.299805,288.75,504.5,532.400024,244.545456,135.050003,241.899994,1327.449951,203,533.052612,213.600006,476.850006,560.924988,1294.125,220.612549,134.600006,6.2,784.349976,11.1,1045.449951,131.46666,1284.300049,20.200001,964.166687,321.105896,818.200012,67.828026,81.815666,86.050003,150.933334,636.5,848.25,101.125,96.262527,349.200012,42.549999,66.050003,282.600006,416.427673,58.5,50.349998,191.881165,296.250244,84.234772,63.950001
2015-09-30,70.800003,2394.5,631.900024,4685.600098,298.600006,495.649994,534.400024,245.77272,133.25,237.149994,1346.75,205.800003,544.97345,219.199997,491.075012,580.974976,1294.025024,224.193802,137.350006,6.15,814.75,11.3,1059.75,137.03334,1325.949951,20.85,977.5,329.202484,818.200012,68.877922,85.021919,88.349998,152.899994,636.049988,868.400024,103.125,99.262527,347.899994,43,64.949997,283.566681,427.101501,60.650002,51.349998,202.551804,310.206573,90.143867,67.849998
2015-10-01,70.900002,2412.050049,625.025024,4580.350098,297.75,496.25,533.825012,242.818176,132.449997,235.149994,1363.099976,209.949997,546.723999,219.166672,428.524994,586.525024,1322.300049,224.906311,134.199997,6.1,816.400024,11.05,1055.349976,132.899994,1343.900024,21.25,993.400024,326.095123,818.200012,60.349998,82.476601,88.400002,154.899994,633.549988,891,102.916664,97.912521,348.299988,43.5,65.849998,285.033325,428.290222,60.150002,50.650002,202.218353,311.675659,90.445351,69.050003
2015-10-05,74,2502,635.349976,4414.049805,315.149994,513.25,549.174988,255.409088,136.100006,240,1369.699951,209.949997,560.046875,219.666672,429.950012,590.875,1355.824951,225.112549,133.949997,6.25,809.799988,11.45,1106.449951,136.100006,1366.050049,21.700001,1033.766724,336.073608,818.200012,63,84.065666,88.949997,160.333328,640.099976,897.950012,106.416664,99.375023,357.649994,44.5,67.199997,286.899994,439.830841,69.300003,51.950001,214.365738,317.91925,92.736633,72.199997
2015-10-06,75,2532.350098,632.125,4354,333.700012,506.399994,542.974976,257.045441,136.800003,240.100006,1350.400024,209.800003,558.187866,228.566666,426.799988,577.299988,1350,224.756302,135.199997,6.25,829.299988,11.8,1094.400024,131.833328,1369.650024,22.25,1036.56665,333.18512,818.200012,63.200001,86.807854,89.25,164.899994,664,909.950012,104.791664,99.187523,357.950012,45.049999,69.050003,291.883331,444.808655,73.900002,52.900002,216.747589,320.306519,95.661034,71.849998
2015-10-07,81.900002,2540.75,643.924988,4364.5,341.350006,496.799988,543.875,257.272736,138.949997,243.550003,1352.25,209.149994,564.609131,231.5,408.600006,566.599976,1326.974976,220.818802,138.399994,7.25,823.549988,12.8,1144.599976,135.166672,1374.349976,22.5,1029.833374,339.443542,818.200012,62.450001,88.045357,91.25,171.833328,680.799988,926.200012,106.458336,99.412521,365.549988,46.650002,70.349998,287.850006,452.609711,70.099998,55.049999,225.608032,314.613831,95.87207,75.900002
2015-10-08,82.349998,2541.600098,636.325012,4353.75,343.25,491.5,541.549988,253.136368,139.050003,243.300003,1356.199951,209.899994,566.088623,226.066666,414.325012,566.075012,1316.900024,221.175049,138.899994,7.15,821.900024,12.65,1138,135.866669,1345.199951,22.15,1022.466675,332.703705,818.200012,62.549999,85.921921,91.949997,171.766663,680.25,915.650024,105,99.337524,365.350006,46.200001,70.25,284.983337,440.375671,70.25,54.75,229.418976,313.603821,94.605843,76.199997
2015-10-09,83.949997,2564.850098,636.674988,4276.350098,356.450012,490.450012,543.075012,260.090912,138.149994,243.449997,1347.349976,209.149994,564.345764,228.96666,424.600006,583.700012,1314.824951,222.131302,139.949997,7.15,818,12.45,1119.849976,134.600006,1346.349976,23.9,1030.93335,330.515442,818.200012,61.200001,87.637543,94.5,175.766663,689.549988,906.200012,105,99.412521,363.899994,46.150002,69.699997,282.833344,439.508881,69.400002,55.900002,239.232162,319.158813,95.238953,75.300003
2015-10-12,88.650002,2552.949951,637.450012,4231.850098,362.350006,487.049988,540.275024,261.454559,137.550003,244.550003,1344.349976,209.949997,561.162231,227.166672,427.549988,561.450012,1296.300049,218.981308,136.149994,7.45,814.849976,13.1,1100.900024,137,1370,23.700001,1036,331.609558,818.200012,61.200001,89.690666,95.949997,175.600006,676.349976,892,106.041664,99.975021,364.450012,47.950001,69.949997,283.016663,441.688232,72.699997,56.25,238.993988,320.903351,95.178658,74.900002
2015-10-13,86.150002,2538.75,641.474976,4273.850098,361.100006,490.899994,538.174988,261.318176,136.649994,243.800003,1352.199951,209.949997,564.702087,229.366669,414.950012,549.700012,1299.275024,219.506302,136.850006,7.55,812.900024,13.9,1113.449951,138.96666,1362.25,23.549999,1030.533325,349.422028,818.200012,61.400002,88.69223,95.050003,169.266663,679.049988,881.599976,106.208336,99.787521,372.200012,47.900002,70.150002,287.833344,442.604553,74.599998,56.150002,233.420471,317.184723,92.043221,77.800003
2015-10-14,88.599998,2500,644.049988,4249.75,352.299988,495.5,542.375,257.181824,135.550003,244.25,1376.25,209.949997,563.214905,229.399994,416.774994,548.799988,1241.849976,218.587555,133.399994,7.65,797.200012,14.15,1101.150024,136.866669,1369.699951,23.85,1026.900024,346.227173,818.200012,60.849998,89.114105,94.849998,170,679.200012,883.700012,104.875,99.750023,369.649994,47.5,69.650002,287.433319,447.235657,74.050003,57.150002,236.612137,317.965179,90.957878,77.449997
2015-10-15,87.800003,2564.050049,637.424988,4377.399902,381.299988,498.700012,542.075012,260.318176,137.350006,248.949997,1371.25,209.649994,564.593628,232.933334,417.5,548.674988,1233.875,216.412552,134.550003,7.85,791.549988,14.2,1129.199951,141.199997,1374.550049,24.799999,1040.333374,352.835724,818.200012,61.049999,91.364105,95.349998,173.433334,670.950012,888,104.166664,101.287521,374.450012,48.049999,70.199997,297.700012,447.607117,75.349998,57.150002,243.18602,322.510162,91.892479,78.099998
2015-10-16,87.75,2584,644.424988,4447,386.75,505,550.025024,263.136353,138.699997,256.799988,1393,212.149994,565.298523,232.566666,420.575012,547.450012,1236,216.356308,128.399994,7.65,785,14.2,1172,142.433334,1381.900024,24.049999,1069.966675,356.030579,818.200012,60.099998,91.659416,93.699997,176,679.450012,890.5,105.666664,101.250023,383.5,48.650002,69.800003,303.75,453.105011,75.099998,55.849998,241.042374,321.041077,90.686539,81.5
2015-10-19,86.75,2612.050049,640.625,4458.950195,378.700012,506.649994,548.900024,261.090912,137.199997,254.5,1395.949951,210.050003,558.249817,234,428.875,555.974976,1244.375,216.581299,132.149994,8.05,793.900024,14.3,1162.150024,143.066666,1369.949951,23.85,1053.866699,356.862122,818.200012,60.099998,91.617233,97.25,171.899994,688.450012,905.950012,106.083336,100.350021,382.149994,48.700001,69.449997,306.166656,477.226379,75.050003,55.549999,236.659775,333.941467,91.410103,82.150002
2015-10-20,84.449997,2606.199951,625.325012,4508.75,383.149994,509.399994,547.450012,260.181824,138.199997,254.850006,1379.300049,209.949997,558.822998,232.433334,432.149994,562.974976,1263.375,214.425049,131.699997,7.95,787.099976,14,1201.400024,141.699997,1356.650024,24.5,1049.033325,349.203217,818.200012,61.599998,91.546921,101,168.766663,673.599976,902.549988,106.625,101.925026,383.200012,51.150002,70.900002,304.149994,473.858307,75.349998,55.349998,229.418976,332.242828,91.379951,80.550003
2015-10-21,85.550003,2622.800049,628.325012,4474.700195,381.450012,511.75,547.5,257,135.75,249.800003,1378.949951,209.199997,563.439514,232.366669,431.524994,569.200012,1265,216.693802,128.850006,7.85,790.349976,13.6,1241.099976,138.96666,1349.449951,23.950001,1033.633301,360.538422,818.200012,60.75,89.732857,98.25,168.96666,678,889,108.291664,101.925026,382.600006,50.5,70.599998,300.200012,473.016266,76.050003,55.549999,232.848831,341.103271,91.590996,81.300003
2015-10-23,85.099998,2596.050049,623.325012,4380.899902,383,525.650024,554.25,260.227264,135.800003,253.399994,1400.199951,208.949997,565.050659,238.899994,426.475006,574.950012,1268.574951,212.906296,130.050003,7.7,800.200012,13.45,1252.650024,139.96666,1371.050049,23.1,1006.866638,362.376556,818.200012,60.650002,91.757858,100.099998,171.53334,682.200012,884.599976,110.541664,102.262527,381.399994,49.799999,70.400002,303.399994,473.338226,76.449997,55.549999,234.373215,329.717865,84.686996,79.449997
2015-10-26,85.400002,2620.550049,622.650024,4385.149902,384.600006,521.049988,550.75,259.409088,134.25,251.25,1393.75,208.649994,571.665588,237.666672,431.774994,576.075012,1268.275024,213.393799,129,7.55,808.599976,12.9,1264.900024,145.03334,1386.599976,23.85,1005.633362,362.857971,818.200012,60.049999,92.545357,93.449997,170.96666,681.25,888.799988,110.708336,101.812523,383.549988,49.299999,70.650002,301.25,466.998322,75.25,56.400002,237.850708,323.382416,85.350266,78.900002
